,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
0,M&amp;M,EQ,2017-05-15,1367.85,1373.0,1386.65,1370.0,1374.8,1375.65,1378.31,558190,769357918.15,38442,386664,69.27,5,2017,1375.65,0.0,Slight or No change
1,M&amp;M,EQ,2017-05-16,1375.65,1377.0,1380.5,1363.1,1364.15,1366.35,1371.22,516012,707563396.95,29075,334469,64.82,5,2017,1371.1825799058277,-0.006760440519027466,Slight or No change
2,M&amp;M,EQ,2017-05-17,1366.35,1363.0,1384.35,1360.4,1379.0,1378.8,1378.56,920884,1269496569.5,32299,689649,74.89,5,2017,1374.6985989075156,0.009111867383906125,Slight or No change
3,M&amp;M,EQ,2017-05-18,1378.8,1369.0,1372.0,1347.5,1347.5,1352.85,1361.7,1217846,1658344015.4,20476,1043736,85.7,5,2017,1366.4169954421693,-0.018820713664055688,Slight or No change
4,M&amp;M,EQ,2017-05-19,1352.85,1350.0,1357.6,1328.5,1338.2,1333.4,1344.8,976742,1313521664.4,36297,773590,79.2,5,2017,1358.7197172858796,-0.014377055845067654,Slight or No change
5,M&amp;M,EQ,2017-05-22,1333.4,1340.15,1341.95,1301.1,1307.0,1306.25,1313.89,436797,573901073.9,26521,261661,59.9,5,2017,1353.7659166241397,-0.020361481925903813,Slight or No change
6,M&amp;M,EQ,2017-05-23,1306.25,1315.0,1338.35,1300.0,1328.35,1331.75,1324.9,780182,1033663448.9,40561,445992,57.17,5,2017,1350.5890118248758,0.019521531100478384,Slight or No change
7,M&amp;M,EQ,2017-05-24,1331.75,1331.5,1338.8,1301.45,1308.0,1308.65,1314.05,625683,822180435.0,29997,382266,61.1,5,2017,1346.239034181783,-0.01734559789750323,Slight or No change
8,M&amp;M,EQ,2017-05-25,1308.65,1311.0,1335.9,1304.0,1335.9,1327.5,1321.97,1456698,1925707945.3,60911,1095811,75.23,5,2017,1342.594089638263,0.014404156955641234,Slight or No change
9,M&amp;M,EQ,2017-05-26,1327.5,1334.0,1348.9,1327.5,1341.0,1340.85,1339.17,335223,448919973.95,16125,156414,46.66,5,2017,1342.5193657429709,0.010056497175141121,Slight or No change
10,M&amp;M,EQ,2017-05-29,1340.85,1345.0,1375.75,1327.4,1362.9,1360.05,1353.03,1058764,1432543453.9,37535,603995,57.05,5,2017,1344.6088355808233,0.014319275086698724,Slight or No change
11,M&amp;M,EQ,2017-05-30,1360.05,1364.0,1379.0,1342.3,1367.65,1361.1,1362.54,2223885,3030140652.25,68059,815525,36.67,5,2017,1347.9107860235786,0.0007720304400573585,Slight or No change
12,M&amp;M,EQ,2017-05-31,1361.1,1392.5,1448.5,1392.0,1413.7,1416.95,1424.14,3941786,5613656174.25,146225,1848666,46.9,5,2017,1365.9946040127609,0.041032988024392036,Slight or No change
13,M&amp;M,EQ,2017-06-01,1416.95,1430.0,1441.0,1416.1,1426.65,1425.25,1429.3,1712339,2447442775.9,55540,1120694,65.45,6,2017,1372.048248654871,0.0058576519990118925,Slight or No change
14,M&amp;M,EQ,2017-06-02,1425.25,1430.0,1434.75,1409.0,1421.95,1418.5,1425.52,1442389,2056158309.1,57116,1022592,70.9,6,2017,1375.728957838692,-0.004736011226100678,Slight or No change
15,M&amp;M,EQ,2017-06-05,1418.5,1424.95,1432.5,1421.1,1423.0,1423.7,1427.16,1151951,1644020715.35,49138,966825,83.93,6,2017,1378.5839943031833,0.0036658442016215265,Slight or No change
16,M&amp;M,EQ,2017-06-06,1423.7,1423.05,1429.85,1404.15,1409.0,1411.45,1410.94,803816,1134133210.95,24783,595729,74.11,6,2017,1379.8944747920639,-0.008604340802135235,Slight or No change
17,M&amp;M,EQ,2017-06-07,1411.45,1423.15,1451.1,1413.55,1430.0,1431.9,1438.06,1904689,2739057164.95,74038,1150446,60.4,6,2017,1384.3839104561685,0.01448864642743275,Slight or No change
18,M&amp;M,EQ,2017-06-08,1431.9,1433.5,1440.0,1410.1,1416.0,1417.5,1418.61,849201,1204683317.95,31059,542704,63.91,6,2017,1385.611253966458,-0.010056568196103122,Slight or No change
19,M&amp;M,EQ,2017-06-09,1417.5,1418.0,1434.7,1414.1,1427.0,1426.7,1427.36,908631,1296942193.6,45358,678656,74.69,6,2017,1387.1785013022577,0.006490299823633139,Slight or No change
20,M&amp;M,EQ,2017-06-12,1426.7,1435.0,1458.95,1415.0,1425.0,1423.55,1436.19,1911487,2745262445.75,43194,1123387,58.77,6,2017,1389.880211949974,-0.0022078923389641236,Slight or No change
21,M&amp;M,EQ,2017-06-13,1423.55,1433.0,1439.85,1414.0,1416.9,1417.65,1426.82,983018,1402592468.65,37872,624543,63.53,6,2017,1390.9019960444994,-0.004144568157071982,Slight or No change
22,M&amp;M,EQ,2017-06-14,1417.65,1430.0,1432.85,1401.1,1403.45,1405.2,1410.64,942385,1329370572.85,48226,625033,66.32,6,2017,1391.389158280908,-0.008782139456142257,Slight or No change
23,M&amp;M,EQ,2017-06-15,1405.2,1409.0,1414.0,1378.85,1389.85,1387.65,1391.97,1567392,2181769486.15,44283,1157519,73.85,6,2017,1391.1886269464271,-0.012489325362937675,Slight or No change
24,M&amp;M,EQ,2017-06-16,1387.65,1398.2,1409.35,1383.3,1384.0,1387.3,1395.65,1650375,2303340191.4,41816,1308289,79.27,6,2017,1390.9807756434413,-0.0002522249846864666,Slight or No change
25,M&amp;M,EQ,2017-06-19,1387.3,1393.0,1405.0,1383.75,1386.0,1388.25,1393.69,1112550,1550548333.6,41169,835879,75.13,6,2017,1390.8858013549384,0.000684783392200794,Slight or No change
26,M&amp;M,EQ,2017-06-20,1388.25,1394.6,1399.0,1385.0,1386.7,1389.45,1390.46,939704,1306622140.2,48781,737146,78.44,6,2017,1390.844827019621,0.0008643976229065764,Slight or No change
27,M&amp;M,EQ,2017-06-21,1389.45,1392.7,1395.4,1380.95,1383.0,1387.15,1386.75,1494718,2072792836.95,45285,1134404,75.89,6,2017,1390.6843915437369,-0.0016553312461765612,Slight or No change
28,M&amp;M,EQ,2017-06-22,1387.15,1385.0,1407.2,1381.7,1397.2,1396.3,1397.62,1128366,1577031003.75,39841,645065,57.17,6,2017,1390.8626238397078,0.0065962585156615905,Slight or No change
29,M&amp;M,EQ,2017-06-23,1396.3,1400.0,1418.25,1370.1,1382.0,1376.2,1393.99,1220802,1701779938.2,48080,605566,49.6,6,2017,1390.3758427376654,-0.01439518728067024,Slight or No change
30,M&amp;M,EQ,2017-06-27,1376.2,1393.3,1394.5,1365.0,1368.95,1370.3,1379.19,1668109,2300640429.95,39979,1231722,73.84,6,2017,1389.5046627415995,-0.004287167562854299,Slight or No change
31,M&amp;M,EQ,2017-06-28,1370.3,1370.0,1375.0,1348.75,1353.0,1356.05,1358.35,827917,1124602077.0,28578,524256,63.32,6,2017,1388.7993222741134,-0.010399182660731254,Slight or No change
32,M&amp;M,EQ,2017-06-29,1356.05,1360.0,1379.1,1352.15,1360.1,1355.65,1364.33,936894,1278234629.6,40064,603955,64.46,6,2017,1388.0268543511231,-0.00029497437410119787,Slight or No change
33,M&amp;M,EQ,2017-06-30,1355.65,1355.0,1358.85,1345.1,1355.0,1348.6,1349.78,954758,1288711224.3,24904,675209,70.72,6,2017,1387.112302911773,-0.00520045734518515,Slight or No change
34,M&amp;M,EQ,2017-07-03,1348.6,1356.0,1372.0,1343.0,1364.1,1366.45,1365.38,1023959,1398092391.75,27860,673334,65.76,7,2017,1386.6107554101732,0.013235948390924124,Slight or No change
35,M&amp;M,EQ,2017-07-04,1366.45,1365.0,1377.0,1351.7,1355.0,1355.15,1362.67,430180,586194939.1,18659,261784,60.85,7,2017,1386.293167633877,-0.0082696037176625,Slight or No change
36,M&amp;M,EQ,2017-07-05,1355.15,1365.0,1395.4,1361.5,1383.0,1385.0,1384.49,1216606,1684373320.1,41595,570632,46.9,7,2017,1386.2572734474163,0.022027081872855403,Slight or No change
37,M&amp;M,EQ,2017-07-06,1385.0,1393.7,1393.7,1370.0,1370.95,1376.05,1384.15,780888,1080869932.75,32579,545196,69.82,7,2017,1386.0786046985852,-0.006462093862815932,Slight or No change
38,M&amp;M,EQ,2017-07-07,1376.05,1370.4,1393.85,1370.4,1376.0,1376.0,1383.17,658350,910607919.25,29442,464666,70.58,7,2017,1385.9320346726809,-3.633588895746165e-05,Slight or No change
39,M&amp;M,EQ,2017-07-10,1376.0,1344.45,1400.0,1344.45,1366.0,1367.4,1367.34,436811,597270472.1,9688,351940,80.57,7,2017,1385.7549283066787,-0.006249999999999978,Slight or No change
40,M&amp;M,EQ,2017-07-11,1367.4,1374.0,1395.0,1373.95,1390.0,1390.15,1390.85,2073421,2883812276.75,62838,1705292,82.25,7,2017,1385.9456515808013,0.01663741407049879,Slight or No change
41,M&amp;M,EQ,2017-07-12,1390.15,1395.0,1396.1,1375.0,1376.0,1376.7,1383.89,736026,1018578242.95,38796,515386,70.02,7,2017,1385.8053889771434,-0.009675214904866447,Slight or No change
42,M&amp;M,EQ,2017-07-13,1376.7,1369.7,1379.0,1366.05,1369.0,1370.4,1371.53,794838,1090144353.7,32543,604713,76.08,7,2017,1385.5570727088675,-0.004576160383525818,Slight or No change
43,M&amp;M,EQ,2017-07-14,1370.4,1377.95,1382.45,1369.0,1373.1,1375.55,1377.05,653673,900141583.2,19412,385533,58.98,7,2017,1385.4261538306816,0.003758026853473373,Slight or No change
44,M&amp;M,EQ,2017-07-17,1375.55,1380.0,1405.4,1378.3,1381.95,1384.6,1393.96,1313078,1830383721.2,40678,705556,53.73,7,2017,1385.404998478588,0.00657918650721534,Slight or No change
45,M&amp;M,EQ,2017-07-18,1384.6,1381.95,1401.95,1377.0,1383.5,1380.15,1385.23,822868,1139863650.65,21635,583077,70.86,7,2017,1385.3220023755455,-0.0032139245991620324,Slight or No change
46,M&amp;M,EQ,2017-07-19,1380.15,1388.0,1393.0,1377.15,1381.25,1382.4,1383.72,1897894,2626152654.45,32733,1576431,83.06,7,2017,1385.2193028091845,0.0016302575806976805,Slight or No change
47,M&amp;M,EQ,2017-07-20,1382.4,1387.0,1397.8,1381.3,1391.0,1393.45,1390.38,902218,1254424095.6,26288,636732,70.57,7,2017,1385.3545623509947,0.00799334490740744,Slight or No change
48,M&amp;M,EQ,2017-07-21,1393.45,1394.0,1398.0,1365.75,1382.5,1386.05,1382.3,700993,968981558.95,25040,384806,54.89,7,2017,1385.3633299681062,-0.0053105601205640784,Slight or No change
49,M&amp;M,EQ,2017-07-24,1386.05,1385.8,1391.95,1375.0,1390.0,1388.95,1386.45,580661,805057683.25,17896,412851,71.1,7,2017,1385.400399054712,0.0020922766133979476,Slight or No change
50,M&amp;M,EQ,2017-07-25,1388.95,1391.2,1396.1,1386.3,1389.8,1389.8,1390.25,720938,1002282593.95,31303,524103,72.7,7,2017,1385.456139646562,0.0006119730731846129,Slight or No change
51,M&amp;M,EQ,2017-07-26,1389.8,1390.7,1420.2,1389.05,1413.5,1413.5,1410.26,1267793,1787917805.05,54494,808931,63.81,7,2017,1386.0673304257982,0.017052813354439422,Slight or No change
52,M&amp;M,EQ,2017-07-27,1413.5,1420.0,1423.75,1395.0,1402.0,1398.2,1404.81,1933565,2716291896.3,54857,1556956,80.52,7,2017,1386.457636182269,-0.010824195259992897,Slight or No change
53,M&amp;M,EQ,2017-07-28,1398.2,1398.0,1398.0,1376.25,1383.1,1392.2,1389.58,401658,558135356.55,24883,207552,51.67,7,2017,1386.4957554341884,-0.00429123158346445,Slight or No change
54,M&amp;M,EQ,2017-07-31,1392.2,1393.3,1409.0,1380.1,1406.0,1403.3,1397.12,510904,713794219.2,22932,260406,50.97,7,2017,1386.6364585941365,0.007972992386151345,Slight or No change
55,M&amp;M,EQ,2017-08-01,1403.3,1415.0,1433.4,1403.3,1429.95,1429.25,1423.41,1941740,2763895765.0,34253,1415781,72.91,8,2017,1387.9507122496468,0.018492125703698514,Slight or No change
56,M&amp;M,EQ,2017-08-02,1429.25,1430.6,1433.65,1408.3,1410.0,1414.6,1419.34,476469,676272724.1,21874,236693,49.68,8,2017,1388.1508764581731,-0.010250131187685918,Slight or No change
57,M&amp;M,EQ,2017-08-03,1414.6,1418.4,1421.65,1404.1,1416.55,1416.5,1413.36,563019,795747380.3,31095,285835,50.77,8,2017,1388.4002735077584,0.001343135868796974,Slight or No change
58,M&amp;M,EQ,2017-08-04,1416.5,1420.0,1424.4,1395.1,1419.0,1418.05,1406.9,2237324,3147688738.05,49015,1082782,48.4,8,2017,1389.4017830733796,0.001094246381927233,Slight or No change
59,M&amp;M,EQ,2017-08-07,1418.05,1390.0,1430.0,1384.95,1401.0,1400.75,1409.03,1493977,2105063229.3,46100,774724,51.86,8,2017,1389.6521000166633,-0.012199851909312054,Slight or No change
60,M&amp;M,EQ,2017-08-08,1400.75,1400.05,1416.55,1390.25,1399.7,1400.0,1400.99,852827,1194802525.35,33833,486755,57.08,8,2017,1389.780776020703,-0.0005354274495805722,Slight or No change
61,M&amp;M,EQ,2017-08-09,1400.0,1397.5,1406.6,1384.4,1390.0,1392.3,1395.81,771111,1076327280.6,32601,529597,68.68,8,2017,1389.8087859711916,-0.00550000000000006,Slight or No change
62,M&amp;M,EQ,2017-08-10,1392.3,1386.0,1395.8,1380.0,1395.0,1387.05,1386.52,816173,1131639711.9,35937,529156,64.83,8,2017,1389.776697586274,-0.0037707390648566985,Slight or No change
63,M&amp;M,EQ,2017-08-11,1387.05,1380.0,1386.1,1340.0,1350.0,1348.05,1359.31,1126510,1531275054.95,37921,718583,63.79,8,2017,1389.1174023907574,-0.02811722720882448,Slight or No change
64,M&amp;M,EQ,2017-08-14,1348.05,1354.7,1370.9,1347.6,1356.15,1355.75,1357.06,685342,930046854.3,50845,404763,59.06,8,2017,1388.7997107005797,0.005711954304365552,Slight or No change
65,M&amp;M,EQ,2017-08-16,1355.75,1361.9,1376.45,1348.35,1368.0,1371.2,1366.59,744908,1017986385.25,43408,512155,68.75,8,2017,1388.6194450162563,0.011395906324912497,Slight or No change
66,M&amp;M,EQ,2017-08-17,1371.2,1372.0,1374.95,1358.6,1366.25,1367.0,1368.03,611537,836600407.8,40013,385840,63.09,8,2017,1388.4391699765044,-0.003063010501750285,Slight or No change
67,M&amp;M,EQ,2017-08-18,1367.0,1364.0,1379.5,1360.65,1371.0,1370.0,1370.83,678855,930592793.8,45903,470264,69.27,8,2017,1388.2700537936423,0.002194586686174116,Slight or No change
68,M&amp;M,EQ,2017-08-21,1370.0,1370.2,1392.95,1370.15,1378.55,1378.65,1380.28,702542,969703211.3,42318,478521,68.11,8,2017,1388.1796026909267,0.006313868613138762,Slight or No change
69,M&amp;M,EQ,2017-08-22,1378.65,1382.7,1385.8,1371.0,1373.2,1374.65,1376.84,292349,402517219.3,15230,152245,52.08,8,2017,1388.1268730489505,-0.002901389040002922,Slight or No change
70,M&amp;M,EQ,2017-08-23,1374.65,1378.0,1387.0,1367.05,1375.0,1374.2,1374.93,789242,1085156222.55,14913,575716,72.95,8,2017,1387.9818669040942,-0.00032735605426836845,Slight or No change
71,M&amp;M,EQ,2017-08-24,1374.2,1375.0,1383.0,1367.8,1376.3,1375.15,1374.92,790046,1086251763.6,32240,580275,73.45,8,2017,1387.8495053718511,0.000691311308397724,Slight or No change
72,M&amp;M,EQ,2017-08-28,1375.15,1380.0,1380.45,1366.5,1372.75,1373.05,1372.5,1035223,1420840103.55,26502,880571,85.06,8,2017,1387.6521404375317,-0.0015271061338764103,Slight or No change
73,M&amp;M,EQ,2017-08-29,1373.05,1375.25,1379.0,1367.05,1375.0,1376.95,1374.84,537856,739466409.9,16638,337557,62.76,8,2017,1387.5784982291525,0.002840391828411226,Slight or No change
74,M&amp;M,EQ,2017-08-30,1376.95,1385.0,1388.55,1353.85,1360.0,1358.15,1376.14,1055176,1452074708.4,26166,720286,68.26,8,2017,1387.1865220805912,-0.013653364319691996,Slight or No change
75,M&amp;M,EQ,2017-08-31,1358.15,1358.0,1360.3,1333.0,1344.1,1344.8,1344.66,1558002,2094988754.2,67121,1021371,65.56,8,2017,1386.3689912621091,-0.009829547546294726,Slight or No change
76,M&amp;M,EQ,2017-09-01,1344.8,1344.8,1351.65,1336.9,1346.8,1347.6,1344.64,1087301,1462027916.8,44840,613120,56.39,9,2017,1385.8540759080367,0.0020820939916716963,Slight or No change
77,M&amp;M,EQ,2017-09-04,1347.6,1348.0,1348.0,1324.1,1326.35,1328.3,1333.51,407303,543142765.95,28007,182255,44.75,9,2017,1385.5691448044072,-0.014321757197981566,Slight or No change
78,M&amp;M,EQ,2017-09-05,1328.3,1329.05,1331.45,1313.45,1325.0,1324.65,1321.6,773888,1022767747.4,27611,338504,43.74,9,2017,1385.0014537969666,-0.0027478732214106794,Slight or No change
79,M&amp;M,EQ,2017-09-06,1324.65,1321.4,1324.65,1310.0,1316.8,1316.55,1318.52,649266,856068432.2,32912,376681,58.02,9,2017,1384.470443092926,-0.006114822783376828,Slight or No change
80,M&amp;M,EQ,2017-09-07,1316.55,1318.65,1343.0,1318.65,1342.0,1339.95,1334.0,1164341,1553229848.0,37645,826666,71.0,9,2017,1383.8595889819815,0.01777372678591771,Slight or No change
81,M&amp;M,EQ,2017-09-08,1339.95,1345.0,1346.85,1288.2,1294.95,1295.4,1306.25,1969487,2572639909.05,89869,1001226,50.84,9,2017,1381.8531237403809,-0.03324750923541919,Slight or No change
82,M&amp;M,EQ,2017-09-11,1295.4,1300.0,1330.0,1278.0,1282.6,1280.2,1291.07,1665419,2150177448.2,68418,1151845,69.16,9,2017,1379.9400716481018,-0.011733827389223461,Slight or No change
83,M&amp;M,EQ,2017-09-12,1280.2,1284.0,1304.9,1278.95,1300.0,1300.75,1292.99,1061452,1372441917.95,39769,532150,50.13,9,2017,1379.0014825909857,0.016052179346977002,Slight or No change
84,M&amp;M,EQ,2017-09-13,1300.75,1310.0,1320.05,1303.0,1308.0,1307.35,1316.46,2388029,3143736336.8,35552,1893940,79.31,9,2017,1377.1405084027087,0.0050739957716701145,Slight or No change
85,M&amp;M,EQ,2017-09-14,1307.35,1313.0,1313.0,1288.25,1294.0,1290.75,1294.82,715922,926991825.4,25326,389372,54.39,9,2017,1376.4730275971629,-0.012697441389069475,Slight or No change
86,M&amp;M,EQ,2017-09-15,1290.75,1290.0,1304.0,1285.0,1286.0,1294.25,1294.37,840187,1087512077.15,31964,598791,71.27,9,2017,1375.734177580639,0.002711601781909767,Slight or No change
87,M&amp;M,EQ,2017-09-18,1294.25,1301.0,1306.2,1291.0,1293.4,1295.0,1299.48,651221,846246873.6,27283,371626,57.07,9,2017,1375.175760938357,0.0005794861889125702,Slight or No change
88,M&amp;M,EQ,2017-09-19,1295.0,1304.0,1304.7,1288.1,1294.05,1294.75,1296.38,487526,632020751.5,17824,253733,52.05,9,2017,1374.761453745189,-0.00019305019305015936,Slight or No change
89,M&amp;M,EQ,2017-09-20,1294.75,1300.1,1306.2,1289.6,1289.65,1292.45,1295.96,838237,1086325016.3,35420,500993,59.77,9,2017,1374.0388055619956,-0.001776404711334223,Slight or No change
90,M&amp;M,EQ,2017-09-21,1292.45,1293.5,1296.65,1280.1,1291.0,1291.45,1290.25,485105,625904780.55,18723,274974,56.68,9,2017,1373.6213062557604,-0.0007737243220240497,Slight or No change
91,M&amp;M,EQ,2017-09-22,1291.45,1288.0,1297.0,1281.55,1285.45,1287.15,1287.01,858496,1104893453.95,33180,631537,73.56,9,2017,1372.8545786115442,-0.003329590770064672,Slight or No change
92,M&amp;M,EQ,2017-09-25,1287.15,1282.6,1292.0,1246.0,1262.0,1260.0,1262.77,1145208,1446133638.9,67063,757153,66.11,9,2017,1371.535326966758,-0.021093112690828697,Slight or No change
93,M&amp;M,EQ,2017-09-26,1260.0,1265.3,1265.45,1242.35,1246.5,1247.15,1251.65,657247,822645186.9,56194,443124,67.42,9,2017,1370.7063968191594,-0.010198412698412596,Slight or No change
94,M&amp;M,EQ,2017-09-27,1247.15,1253.0,1255.4,1224.0,1236.25,1232.0,1237.82,710275,879195196.25,33381,451389,63.55,9,2017,1369.7145909915937,-0.012147696748586845,Slight or No change
95,M&amp;M,EQ,2017-09-28,1232.0,1232.0,1249.0,1225.0,1228.0,1230.55,1237.94,1541084,1907771928.9,58370,1175615,76.28,9,2017,1367.5885448458264,-0.0011769480519481235,Slight or No change
96,M&amp;M,EQ,2017-09-29,1230.55,1231.0,1260.5,1231.0,1258.0,1254.25,1249.84,1216715,1520693969.85,46670,896825,73.71,9,2017,1366.237788064547,0.019259680630612452,Slight or No change
97,M&amp;M,EQ,2017-10-03,1254.25,1265.0,1291.45,1252.75,1257.05,1264.3,1276.39,1785354,2278804670.5,52181,1045836,58.58,10,2017,1364.4857602327281,0.008012756627466588,Slight or No change
98,M&amp;M,EQ,2017-10-04,1264.3,1264.0,1291.8,1256.25,1287.0,1288.75,1279.51,1178243,1507571813.2,31204,645967,54.82,10,2017,1363.636347104207,0.019338764533734176,Slight or No change
99,M&amp;M,EQ,2017-10-05,1288.75,1310.0,1316.0,1293.0,1297.0,1300.75,1308.66,2106398,2756568497.3,64582,1142718,54.25,10,2017,1362.400233820586,0.009311348205625514,Slight or No change
100,M&amp;M,EQ,2017-10-06,1300.75,1309.9,1321.2,1299.25,1300.0,1303.0,1309.88,912947,1195848898.2,22186,491559,53.84,10,2017,1361.8984565884734,0.0017297712857966552,Slight or No change
101,M&amp;M,EQ,2017-10-09,1303.0,1301.05,1312.9,1299.0,1304.9,1304.85,1305.55,417682,545303236.6,15609,242162,57.98,10,2017,1361.6788265793557,0.0014198004604757397,Slight or No change
102,M&amp;M,EQ,2017-10-10,1304.85,1318.0,1319.0,1301.15,1304.9,1305.1,1309.48,693721,908416952.8,39154,425714,61.37,10,2017,1361.3193482879783,0.00019159290339887391,Slight or No change
103,M&amp;M,EQ,2017-10-11,1305.1,1309.0,1330.25,1306.0,1316.0,1319.45,1322.88,1642780,2173200984.3,45357,1219364,74.23,10,2017,1360.6987309702383,0.010995326028656827,Slight or No change
104,M&amp;M,EQ,2017-10-12,1319.45,1320.25,1341.6,1314.15,1337.45,1338.15,1335.27,824166,1100481711.75,17354,510851,61.98,10,2017,1360.5322872396684,0.014172571904960352,Slight or No change
105,M&amp;M,EQ,2017-10-13,1338.15,1338.0,1345.65,1323.0,1325.0,1325.3,1331.48,541640,721181506.4,15670,342186,63.18,10,2017,1360.362196569787,-0.00960280984941908,Slight or No change
106,M&amp;M,EQ,2017-10-16,1325.3,1338.9,1375.9,1330.3,1367.0,1368.6,1361.86,1170290,1593768963.15,37450,606621,51.84,10,2017,1360.4472373463502,0.03267184788349797,Slight or No change
107,M&amp;M,EQ,2017-10-17,1368.6,1373.9,1375.5,1343.5,1371.3,1373.35,1367.16,1023744,1399623193.85,49939,643721,62.88,10,2017,1360.5627134351998,0.003470699985386627,Slight or No change
108,M&amp;M,EQ,2017-10-18,1373.35,1372.0,1378.5,1362.2,1364.0,1370.55,1373.41,598422,821878512.35,24670,328139,54.83,10,2017,1360.6146899272264,-0.0020388102086139614,Slight or No change
109,M&amp;M,EQ,2017-10-19,1370.55,1366.75,1379.0,1360.1,1376.8,1375.75,1374.62,175195,240826138.35,4034,91902,52.46,10,2017,1360.637715144708,0.0037940972602239498,Slight or No change
110,M&amp;M,EQ,2017-10-23,1375.75,1380.0,1393.95,1346.6,1362.0,1367.05,1368.16,599664,820436014.5,28670,227193,37.89,10,2017,1360.6709318025842,-0.006323823369071446,Slight or No change
111,M&amp;M,EQ,2017-10-24,1367.05,1360.55,1365.9,1346.95,1354.0,1350.65,1354.56,390953,529571164.6,29196,214487,54.86,10,2017,1360.6372027946402,-0.011996635090157581,Slight or No change
112,M&amp;M,EQ,2017-10-25,1350.65,1354.0,1373.6,1348.95,1371.8,1364.7,1362.15,664152,904677786.45,36269,445599,67.09,10,2017,1360.6603014846507,0.010402398845000604,Slight or No change
113,M&amp;M,EQ,2017-10-26,1364.7,1374.45,1380.7,1364.5,1373.5,1372.95,1373.94,1652089,2269863674.95,69948,1296615,78.48,10,2017,1360.8316855256558,0.00604528467795129,Slight or No change
114,M&amp;M,EQ,2017-10-27,1372.95,1372.95,1390.7,1371.55,1380.75,1387.7,1383.54,774542,1071608867.7,32137,472146,60.96,10,2017,1361.0062078375074,0.010743289995994054,Slight or No change
115,M&amp;M,EQ,2017-10-30,1387.7,1388.0,1392.65,1370.05,1372.1,1374.75,1379.19,563034,776528433.55,28872,367173,65.21,10,2017,1361.0707971960912,-0.009331988181883744,Slight or No change
116,M&amp;M,EQ,2017-10-31,1374.75,1378.0,1378.0,1342.1,1346.0,1344.8,1352.32,799728,1081488266.75,37278,521272,65.18,10,2017,1360.9629071074348,-0.021785779232587732,Slight or No change
117,M&amp;M,EQ,2017-11-01,1344.8,1347.25,1363.2,1336.0,1352.8,1350.75,1349.99,1965358,2653212399.35,59092,1330675,67.71,11,2017,1360.799149533435,0.004424449732302271,Slight or No change
118,M&amp;M,EQ,2017-11-02,1350.75,1343.0,1349.4,1331.05,1336.0,1335.35,1335.93,870329,1162695211.2,24893,674288,77.48,11,2017,1360.6197198769821,-0.011401073477697587,Slight or No change
119,M&amp;M,EQ,2017-11-03,1335.35,1339.0,1342.95,1320.1,1332.2,1330.75,1329.04,1084381,1441184912.9,25495,769630,70.97,11,2017,1360.3596128259026,-0.0034447897554947815,Slight or No change
